,review_body,review_date,hotelName,hotelUrl
10,It’s at Gongdeok Station which is on the metro airport line (51 min from Incheon airport). You have to take to Seoul station to take arex to Incheon airport (45min for 9000won including 500 won deposit which you can refund at the machines immediately. Hotel is near exit 9 or 10) and you have to switch at exit 9 to other lines. The hotel is right in front of exit 9 once you exit. It’s not near myeongdong but there is a Gongdeok food street and market near exit 8. Plenty of eateries which run into late nights. There is a lotte mart if you walk further. Overall clean and comfortable hotel. ,"May 26, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
11,"Even Proper Airlines will provide you with toothbrush and toothpaste for overnight flights, but not this hotel, not even if you call the housekeeping. So Glad Hotel Mapo has to be a budget hotel. Moreover this hotel provide tiny little cup with coffee powder, with no creamer, no sugar, no teaspoon. Shocking! Not even a 3 star standard.Housekeeping does not refill tissue paper, and does not wash the tiny little cup for you.Power outlet is limited, and some not working. This is just painfully time consuming if you have multiple devices to charge.Hotel staffs have no idea about the hotel surrounding and incapable to provide any directions.Hotel is inflexible and have sympathy to customers who desperately need to leave days earlier, they still charge you for nights you didn’t stay. This hotel is not customer oriented and not helpful.No much in surrounding. If someone needs to stay near All stops airport train station, may want consider hotels near Hongdae instead, which has more places to shop and dine in surrounding.","May 8, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
12,"As a solo traveler, I often have to stay at budget places like Airbnbs and hostels. But, I wanted to spend my last night in Seoul at a nicer hotel and stumbled upon Glad Mapo. What an amazing surprise it was! The rooms and facilities are very clean and chic. The rooms have a wide desk with outlets for people traveling for work and also a comfy sofa like chair with a side table to eat on or do some work while watching some tv. The beds are big and very soft. The bathrooms are extremely clean and well lit. The shower space is large and the toilets are equipped with bidets. The hotel also has a 7-11 and some restaurants inside. It is also located right in front of a subway stop for easy travel and there are lots of great coffee and food shops near by. The checkin staff was friendly and helpful. My only regret was that I had a very early flight the next morning and couldn't stay longer!","May 4, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
13,"New and modern hotel in Mapo area.Nice area with some restaurants and a lovely Coffee bar called Fritz Coffee company.E-mart supermarket at 100mt. distance.Really close to the Gongdeok station, that can bring you directly to the International airport without change.Clean and confort room. Wifi good.7-Eleven store in the hall in front of reception.","May 2, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
14,"This is a new modern hotel. The hotel room is big and comfortable compare to most Japan/Korea hotel. The location is convenient as it's next to the Airport Line Station Gongdeok (exit 9). We can find eating places near the hotel. However, the breakfast at the hotel fall short of our expectations. We expected more varieties of food for hotel this size.","April 26, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
15,"I used to stay in glad hotel yeouido which is a good hotel, but this time I chose Mapo because of the location. The Reception staff here is not satisfied me. As a tourist when I m asking for food recommendations and directions around hotel at mid-night, I wish hotel staff can give me more information, not just reply “ you can find it on the street outside the hotel” and not willing to have further conversation is also showing off on her face. The second thing I m not satisfied is the house keeping. I do not get bottle of water refill everyday, and the house keeping is too annoying to get us out from the room to do cleaning. She asked me 3 times within 2 hrs, and ask when will I go out so she could do the cleaning... (P.S it is 10 am in the morning, not late afternoon) that ridiculous and rude.. we booked 2 rooms. One of the room is filled with odour like toilet drainages smell. Overall this is not my preference hotel, but the location is good, just 1 mins to gongteok station. The check-in and check-out staffs are friendly.","April 14, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
16,"One of the better hotel we have stayed in, wonderful beds, pillows, heated toilet seat, very clean , mini fridge, water in room, coffee & tea, flat screen TV for those that need to watch. All staff very helpful in everything we asked about. Did not go to bar or restaurant but are here if needed","April 5, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
17,"Great hotel!! Complementary early Check in and amazing service, special thanks to Eavan Park!!! Everything was great, big rooms and super clean, everything you need from a hotel and great location of course!","March 29, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
18,"Hotel is very well located in the Mapo area and is easily accessible by Airport express bus service from the Seoul Airport. The bus drops you about a 150 meters from the Hotel. Though the reception of the hotel is located on the 8th Floor but is easily accessible by elevator. Rooms are compact but comfortable. You have a number of cafes and restaurants around the hotel and also one of these is located on the ground floor. The breakfast was good. The staff is cordial and eager to help Though the forex exchange machine in the reception lounge was not working despite the hotel staff also trying their hand at it.. but no grudges as a number of banks are almost next door.. would love to stay again during my next visit in Seoul, South Korea.","March 25, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
19,"Location, location, location. Easy metro access from both airports in Seoul. The hotel is basically in front of Gongdeok station (blue line) exit 9 from the airport.... brown line and purple line also cross here. Room was cozy and comfortable. AC is tricky to set and turn on/off. There is a 7-11 next to the lobby. Breakfast was more than sufficient with ample choices... and breakfast room was open, airy, and comfortable. Lots of restaurants (both local and Western) within walking distance. Great service and friendly staff. Great place to stay. ","March 19, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
20,"This hotel has wonderful facilities and is very clean.Eric Kim, who served me was professional and extremely helpful and allowed me to check in Early after I had a long train ride from Busan to Seoul.Other than the excellent facilities this hotel is right by many restaurants and is right next door to the metro and airport rail.Overall a wonderful experience and special credit goes to Eric Kim for helping a weary traveller.","February 19, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
21,Thanks to Mr Eric Kim for providing such a pleasant check in. We were given an early check. The room is spacious and very cosy. We stayed at the high floor and has a good view of the surrounding areas. Will definitely stay at this hotel again when next visit. ,"February 19, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
22,"This hotel had a great feel. The room was warm and comfortable, staff were fabulous and attentive. The location is great in proximity of the university and in a nice area of town. My week here was most enjoyable. ","February 13, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
23,"Excellent hotel, very comfortable and clean. Also the staff here is very friendly. Thank you Elin for helping us checking in and give us excellent service :) 酒店非常棒，服务也很好！性价比超高！出大门口就是地铁孔德站，十分的方便。酒店工业风的设计非常的有逼格。员工Elin非常的亲切！强烈推荐这家酒店。","February 9, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
24,Glad Mapo is at great location easy access from and to the airport by train. There are 3 other metro lines to get around Seoul. There are a lots of restaurant with difference kind of food served in the area. The hotel is newly built and the staffs are very helpful for directions. I am highly recommend Glad Mapo for your next visit in Seoul.,"February 8, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
25,"It’s really nice experience staying in the hotel.First of all, it was so convenience as it was just next to the metro station. The airport express train could send you there without changing line. And it’s near the tourists spot.Besides, the room was really nice and decent. You could get all you need.I’ll definitely stay the same hotel again if I go to Seoul.","January 30, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
26,"My family and I stayed in Glad Mapo for 6 nights! The rooms were very clean, tidy and most importantly comfortable! (took some photos of our room - Deluxe Family Twin, photos attached for reference!)Staff was extremely friendly and helpful in assisting in check-in and out and also gave useful tips for our trips! Thanks Elena for the great help They have convenience stores (7-eleven) in their reception area! Super convenient for those who might want to have a maggi supper. Not forgetting that I had went to the gym during my last day before I check-out. I was wowed by their facilities, everything was so well maintained and super clean! They also provides towels and bottled water Will definitely stay back this hotel when I come back to Korea next time! Highly recommended!! ","January 15, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
27,"We have stayed in this hotel twice in a span of less than a month (end of December and early January). Both stays were pleasant.Check-in and check-out were seamless and fast. Front office staff including the so-called concierge on ground floor were friendly and courteous.The main reasons why we chose this hotel because the location is right outside Gongdeok train station (exit 9) – there’s a direct train to/ from Incheon airport and tourists staying in this hotel tend to have good manners (they queue outside lift, they keep their voice in considerably low volume). The amenities inside the room are great. We love the shampoo/ body lotion range by Beaudiani, plus the body sponge. The room has UK/AU-compatible power outlet as well as USB outlet. Very good and fluffy bedding. Bed sheets and pillow covers were spotless.The hotel is safe. We came with four big luggage and sometimes we left the luggage open/ unlocked and went out for the whole day. Everything was intact.There are many eateries around the hotel. We speak hangul so it’s pretty easy for us explore the area and try some eateries, including those in small unknown alleys (there’s one super yummy and always busy kimchi jjigae place across the road/ the opposite of Mini Stop).PS: Those who are coffee addicts – there are some cafes around the hotel. But if you are too lazy to go out, there’s 7-Eleven on the lobby level. Its coffee latte is pretty comparable to those from 7-Eleven in Melbourne. ","January 10, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
28,"Take AREX (all-stop) from Incheon airport and alight at Gongdeok station. Train may be full with tourists with big baggages so be prepared to stand for almost an hour. Look out for Exit 9, and exit the station from there. Hotel is situated right outside Exit 9 when you come up from the escalator. Lots of food options right outside of the hotel. Hotel room is spacious and provides toiletries. Clean room. Pleasant stay.","January 2, 2019","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
29,"Super close to Gongdeok station (practically above it), rooms are clean, neat, beds are comfy, the bedside clock has a motion sensor that lights up to show you the time .. I really liked the place. Breakfast buffet selection was a little smaller than many others', but I thought that was cool --- less food wastage. Room temp control was great too.","December 17, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
30,"Located a stone throw away from Gong Deok station (which has 4 lines intersecting), this hotel is really strategic. Given it’s not right smack in Myeongdong but if you prefer the quieter side this is the place to be. The quality of the bed is really amazing. Probably one of the best hotel beds I’ve ever experienced. After a long day of sightseeing, a comfy bed is crucial. Service is good. And pricing is pretty reasonable. Highly recommended. ","December 16, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
31,"Location is great - the MRT and Airport Express station is just 2 mins walk; easy to get access to popular places like Myeongdong and Hongik; have a convenient store right at the lobby; cafes and coffees shops nearbyRoom is spacious and clean, would come stay again next time","December 11, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
32,"Two things stand out for us when we stayed at Glad Mapo:1. The hotel is easily accessible from the airports using the Airport Railway. You'll be under shelter all the way from the airport to the hotel and back. It is also a convenient location to get to most places that we wanted to visit in Seoul. And it was nice to come back to an area that's relatively quiet after jostling with lots of people in the busy shopping areas in the city. If you want to spend most of your time in busy Myeongdong, don't stay here. Other than that, I think this is a wonderful base to enjoy the city.2. The beds were one of the most comfortable found in hotels, even better than those I experienced in some more expensive hotels. So you can be assured of a good night's sleep.Our experience at this hotel started positively with an early check-in by the friendly person at the front desk, Sunny. We liked what we saw in the room. The tea and coffee from CBTL was a nice touch as is the in-built bidet on the toilet seat.If you intend to stay here, be warned that they don't provide toothbrush & toothpaste, as many reviewers have mentioned. I don't think they provide a shaving kit too, though they may provide one if you ask. We didn't ask as I brought my own.3 things that lowered the overall rating for us:1. As mentioned in many reviews, the toilet floor gets wet after someone uses the shower. This is due to the poor design of the bath tub cum shower. This is something that can be easily rectified & I hope the hotel will do that soon.2. It seems strange to us that the hotel provides cups, tea bags & coffee but no spoon!3. The room could do with a brighter set of lights. This seems to be the norm in many hotels that we have stayed in recent times.For the price & benefits, we would stay here again.","December 5, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
33,"The Glad Mapo is the choice to be in SeoulLocation: The location is super good: It´s located between Seoul Station and Hongik University, direct at metro station. From the airport you can take the all stop train which will bring you directly to the hotel at Gongdeok station (exit 9). You can take the metro to every destination and even a taxi from the legendary ""Octagon"" club is only 10 Euro. Room: The rooms are big and very well equiped. The shower and the whole bathroom is very nice and comfortable. The beds are very nice and i can´t remember when i slept so well in a hotel bed. Staff: Staff is friendly and can speak english (mostly)Breakfast: Breakfast was okay, very korean but yeah you are in Korea and also the european guests will find something good. All over highly recommended for a nice and comfortable stay in Seoul!","December 3, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
34,"Out of my stays in Korea (3 hotels in total in a 9 day trip) this is probably the best of the 3 (one of which is the Conrad Seoul...right?!?!)This is the first of the 3 hotel stay, took the airport train to Gongdeok and exit 9 and it was right in front of the hotel ground floor. Super convenient!!! And yes there is an elevator from the train station to the street level to walk to the hotel for my heavy luggage travelers!Lobby is on the upper level so you do have to take an elevator up and there is a small 7-11 in the lobby as well (double plus!) check in was smooth and seamless and was even upgraded on the house for a 2 bed room (my mistake in thinking we booked a double bed) I got a room on the 18th floor? The room was spacious for 2 guests with a seating area for coats and shoes in the front by the door. Complimentary bottled water. Bathroom is spacious for most Asian hotels standard. Definitely can fit 2 people in there. Shower had a waterfall head as well as the handheld. Toilet had a bidet and sink had enough counter space for 2 girls and their skincare! They even provide facial pads in case you forgot yours.The beds are more on the firmer side which i preferred. The desk area had a removable mirror which i used by the window-side to get a natural lighting to do make up. The curtains didnt close all the way but minor issue, nothing a hair clip couldnt solve.The cleaning staff seem to remembered us as she asked if we wanted our rooms cleaned and remember the next day that we only spoke english and asked if we wanted towels even if we didnt want our rooms cleaned.Overall, my whole experience has been great. The only MINOR downfall was there was no train directly to myeongdong and we were there a lot! But the bus came often too so we did that instead. Getting to Hongdae is easy!","November 25, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
35,Booked this at a friend’s recommendation. Had an enjoyable stay. Room is very clean and comfortable. Lots of meal options available around the area. Airport express + subway lines are right at the doorstep. Could not ask for more. ,"November 15, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
36,"I stayed at the Glad Mapo for six nights in October. I booked there because it was ranked #1 at Trip Advisor. The location was very convenient. We took the AREX train from Incheon Airport and got off at the Gondeok station. Walked out of the subway station walked a few meters and walked into the hotel! Everything was clean and room size was adequate. Unfortunately, the bathroom had a foul odor which I think was coming up from the sewer so I was moved from a room with a walk in shower to a room with a bathtub. The bathtub was constructed so when I showered, the water splashed on the bathtub surround and ran onto the floor so I had to stuff a face cloth near the half wall of glass to reduce the flow. Also, all the bathrooms could stand safety bars to prevent slipping. Because it was October, air conditioning was off in the whole building and sometimes it was a bit warm in the room even the ought window was opened by me. I understand many hotels in Korean turn off the air conditioning in October and don't turn it back on until April or May. Despite these inconveniences, if I return to Seoul, I would definitely try to stay there again.In the nearby area, there were many good restaurants-- the area is famous for its grilled galbi, and there were convenience stores, a super market, an economy department store, cosmetic stores, and pharmacy nearby. There was a good Italian restaurant very close by. And the front desk would exchange up to $200 per day which was convenient.","November 13, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
37,We spent 3 nights here. It’s an awesome place. Easy access to the Train Station makes it easy to get to everything. Shopping using this hotel as a base is great. The room was comfortable and clean. The staff are helpful and friendly. We will definitely be back again. ,"November 10, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
38,"My husbund and I stayed here for 4 nights in the junior suite. Initially we book for the twin bedroom, but they offered us upgrad for free of charge. What a pleasent surprise. We found this place nice because of their Professional and kind staffs, clean and spacious room particular. Also we like it’s convenient location to go to the inchon Airport by limousine bus. There are serveral subway lines in front of this hotel, so it was easy to travel around. Also there is E-mart one block away, so we could go there to do some shopping before we fly out. Many restaurants and coffee shops and convenient stores in the neighborhood. Hotel’s reception(Lobby) was located at the 9th floor. I can’t say enough about how interior was tastefully done including comfortable beddings, spacious bathroom and extra toilet by the entrance, even there was a steam cleaning closet(?) installed in the living room. Overall this is very nice hotel for both business and sightseeing travelers. We would recommend this hotel to anyone traveling to south korea for sure. 대중교통이용이 편리합니다. 특히 공항 리무진 버스를 타는 곳이 길 건너에 있고 시내버스 및 전철역 이용이 매우 용이합니다, 호텔안과 방 모두 깨끗하고, 특히 욕실, 침대와 시트등이 잘 구비되어 있으며 매우 편했습니다. 리셉션의 스태브들이 친절하고 체크아웃 이후에 짐을 맡길 수도 있어서 좋았습니다.호텔옆에 이마트가 바로 있으며, 뒷 골목으로는 먹자골목처럼 움식점들과 커피숍이 많이 있습니다. 전반적으로 외국인들에게 추천할 만한 좋은 호텔이였습니다. 감사합니다!","November 7, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
39,"I am very happy to stay here, the hotel is new and very clean. The room is big. The lobby is not on the ground floor, but it doesn't matter. 7-11 is on the same floor as the receptionist. It opens till late at night, very comfortable.The breakfast menu is varied. The hotel also has a good location. Exit # 9 faces Gongdeok station (direct train to Incheon and Gimpo airport).","November 1, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
40,"I hesitated to give a 5 star review, as normally I would reserve that for a true luxury hotel. Mapo Glad is what I would describe as an upscale urban traveler/student hotel. It’s new, fresh, clean and modern, with a minimalist industrial vibe. Our room on the 23rd floor had a nice view, was very comfortable, ergonomic, and quiet. There were a few minor issues though, which I’ll get to later.Two main reasons for the 5 star review: Value and Location. You cannot beat the location, its perfect for visiting Seoul. The main entrance is literally at the Dongdeok subway entrance (exit 9, btw),covered so even in foul weather you will stay dry. This gives you the 5, 6 lines as well as the Airport train. That airport train is the one you can take to Seoul Station where you can get the express train to ICN airport. Highly recommend that, and if you get there several hours in advance of your flight you can drop your bags there and check them in for your flight, skipping the check-in line at the airport (at least if you fly KAL). So you get get anywhere from there.The price is pretty amazing given the quality of the hotel and including a good breakfast. On our last trip we stayed at the Ritz Carlton, now Le Meridian. Despite the amenities there, given the price, we will come back to Mapo Glad. Pros: Impeccable location. Convenient to everything, including several restaurants in the building, many nearby, the 7-11 in the lobby, and an E-mart up the street. They have everything.Price, as mentioned is pretty unbeatable. Breakfast is good, the dining room is large and comfortable. (The new age piano music leaves something to be desired, however). Our deluxe king was excellent, especially the bedsheets. Best ever!! We wanted to buy them all, but they didn’t have them in stock, or we would have. Sooo comfortable, trust me.Cons: The bath-shower was designed by a fool. If you stand up to shower, all the water is designed to go directly onto the bathroom floor. I mean it will flood in seconds. Call and ask for an extra half dozen towels and line the edge of the tub before you shower, that will soak up the water. They are nice about this but it’s a design flaw so that’s the only solution.The lighting is too dim in the entry open-closet area. Too dark to pack or organize your suitcase there. Likewise the bathroom is too dark - no good lighting at the mirror. Should have bar lights around the mirror or the equivalent. In short, this is our new go-to hotel in Seoul.","October 27, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
41,"Great location and it's convenient to all spots. Two metros, one railway, and one airport express are all just around the corner. There are also good restaurants and cafes nearby. The room is big and the bed is comfortable.","October 26, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
42,"Located good, very clean, got a free upgrade to deluxe room, good fiew, rich breakfast buffet, room size sufficient, room equipment modern and more than adequate. Rooms look new. Our contact person Mr. Eric Kim very friendly and helpful.","October 26, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
43,"No complaints yet! Location is near the main road, nearby lots of restaurants & coffee shops and most important a walk away to the nearest subway station. Was greeted very nicely by Eric Kim at the counter. Thanks Glad Mapo!","October 23, 2018","0    GLAD Mapo
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d13819581-Reviews-GLAD_Mapo-Seoul.html
